doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	grade_id	book_id	book_name	chapter_name
lk_edupub	2025-01-01-9-ta-518-grade-9-ta-05	9-ta-518-grade-9-ta-05	2025-01-01	(Grade 9/ta) புவியியல்  - 05 தேசப்படம் தொடர்பான இடவிளக்கவியல் அம்சங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/geography G-9 T/cha 5.pdf	9	518	புவியியல் 	05 தேசப்படம் தொடர்பான இடவிளக்கவியல் அம்சங்கள்
lk_edupub	2025-01-01-9-ta-518-grade-9-ta-04	9-ta-518-grade-9-ta-04	2025-01-01	(Grade 9/ta) புவியியல்  - 04 சுற்றாடல் ஒழுக்க நெறியும் அபிவிருத்தியும்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/geography G-9 T/cha 4.pdf	9	518	புவியியல் 	04 சுற்றாடல் ஒழுக்க நெறியும் அபிவிருத்தியும்
lk_edupub	2025-01-01-9-ta-518-grade-9-ta-03	9-ta-518-grade-9-ta-03	2025-01-01	(Grade 9/ta) புவியியல்  - 03 இலங்கையின் அபிவிருத்திப் போக்கின் தன்மை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/geography G-9 T/cha 3.pdf	9	518	புவியியல் 	03 இலங்கையின் அபிவிருத்திப் போக்கின் தன்மை
lk_edupub	2025-01-01-9-ta-518-grade-9-ta-02	9-ta-518-grade-9-ta-02	2025-01-01	(Grade 9/ta) புவியியல்  - 02 அசியப் பிராந்தியத்தின் பௌதிக மானிடச் சுற்றாடல்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/geography G-9 T/cha 2.pdf	9	518	புவியியல் 	02 அசியப் பிராந்தியத்தின் பௌதிக மானிடச் சுற்றாடல்
lk_edupub	2025-01-01-9-ta-518-grade-9-ta-01	9-ta-518-grade-9-ta-01	2025-01-01	(Grade 9/ta) புவியியல்  - 01 நீல்க்கோளான புவியின் முக்கியத்துவம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/geography G-9 T/cha 1.pdf	9	518	புவியியல் 	01 நீல்க்கோளான புவியின் முக்கியத்துவம்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-14	9-ta-517-grade-9-ta-1-14	2025-01-01	(Grade 9/ta) கணிதம் 1   - 14 எளிய சமன்பாடுகள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 14.pdf	9	517	கணிதம் 1  	14 எளிய சமன்பாடுகள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-13	9-ta-517-grade-9-ta-1-13	2025-01-01	(Grade 9/ta) கணிதம் 1   - 13 அமைப்புகள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 13.pdf	9	517	கணிதம் 1  	13 அமைப்புகள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-12	9-ta-517-grade-9-ta-1-12	2025-01-01	(Grade 9/ta) கணிதம் 1   - 12 சுட்டிகளும் மடக்கைகளும்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 12.pdf	9	517	கணிதம் 1  	12 சுட்டிகளும் மடக்கைகளும்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-11	9-ta-517-grade-9-ta-1-11	2025-01-01	(Grade 9/ta) கணிதம் 1   - 11 கணிகருவி	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 11.pdf	9	517	கணிதம் 1  	11 கணிகருவி
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-10	9-ta-517-grade-9-ta-1-10	2025-01-01	(Grade 9/ta) கணிதம் 1   - 10 நேர் விகிதசமன்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 10.pdf	9	517	கணிதம் 1  	10 நேர் விகிதசமன்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-09	9-ta-517-grade-9-ta-1-09	2025-01-01	(Grade 9/ta) கணிதம் 1   - 09 திரவ அளவீடு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 9.pdf	9	517	கணிதம் 1  	09 திரவ அளவீடு
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-08	9-ta-517-grade-9-ta-1-08	2025-01-01	(Grade 9/ta) கணிதம் 1   - 08 நேர்கோடுகள், சமாந்தரக் கோடுகள் அகியவற்றுடன் தொடர்புபட்ட கோணங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 8.pdf	9	517	கணிதம் 1  	08 நேர்கோடுகள், சமாந்தரக் கோடுகள் அகியவற்றுடன் தொடர்புபட்ட கோணங்கள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-07	9-ta-517-grade-9-ta-1-07	2025-01-01	(Grade 9/ta) கணிதம் 1   - 07 அட்சரகணிதக் கோவைகளின் காரணிகள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 7.pdf	9	517	கணிதம் 1  	07 அட்சரகணிதக் கோவைகளின் காரணிகள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-06	9-ta-517-grade-9-ta-1-06	2025-01-01	(Grade 9/ta) கணிதம் 1   - 06 அட்சரகணிதக் கோவை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 6.pdf	9	517	கணிதம் 1  	06 அட்சரகணிதக் கோவை
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-05	9-ta-517-grade-9-ta-1-05	2025-01-01	(Grade 9/ta) கணிதம் 1   - 05 எளிய வட்டி	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 5.pdf	9	517	கணிதம் 1  	05 எளிய வட்டி
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-04	9-ta-517-grade-9-ta-1-04	2025-01-01	(Grade 9/ta) கணிதம் 1   - 04 சதவீதம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 4.pdf	9	517	கணிதம் 1  	04 சதவீதம்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-03	9-ta-517-grade-9-ta-1-03	2025-01-01	(Grade 9/ta) கணிதம் 1   - 03 பின்னங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 3.pdf	9	517	கணிதம் 1  	03 பின்னங்கள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-02	9-ta-517-grade-9-ta-1-02	2025-01-01	(Grade 9/ta) கணிதம் 1   - 02 எண் கோலங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 2.pdf	9	517	கணிதம் 1  	02 எண் கோலங்கள்
lk_edupub	2025-01-01-9-ta-517-grade-9-ta-1-01	9-ta-517-grade-9-ta-1-01	2025-01-01	(Grade 9/ta) கணிதம் 1   - 01 மட்டந்தட்டலும் விஞ்ஞான முறைக் குறிப்பீடும்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/maths G-9 P-I T/cha 1.pdf	9	517	கணிதம் 1  	01 மட்டந்தட்டலும் விஞ்ஞான முறைக் குறிப்பீடும்
lk_edupub	2025-01-01-9-ta-515-grade-9-ta-1-03	9-ta-515-grade-9-ta-1-03	2025-01-01	(Grade 9/ta) விஞ்ஞானம் 1  - 03 சக்தி வேலை விசை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science  P-I G-9 T/cha 3.pdf	9	515	விஞ்ஞானம் 1 	03 சக்தி வேலை விசை
lk_edupub	2025-01-01-9-ta-515-grade-9-ta-1-02	9-ta-515-grade-9-ta-1-02	2025-01-01	(Grade 9/ta) விஞ்ஞானம் 1  - 02 புவியினதும் விண்வெளியினதும் தன்மையை இனங்காணல்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science  P-I G-9 T/cha 2.pdf	9	515	விஞ்ஞானம் 1 	02 புவியினதும் விண்வெளியினதும் தன்மையை இனங்காணல்
lk_edupub	2025-01-01-9-ta-515-grade-9-ta-1-01	9-ta-515-grade-9-ta-1-01	2025-01-01	(Grade 9/ta) விஞ்ஞானம் 1  - 01 விஞ்ஞானரீதியாக சூழலை அவதானித்தல்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science  P-I G-9 T/cha 1.pdf	9	515	விஞ்ஞானம் 1 	01 விஞ்ஞானரீதியாக சூழலை அவதானித்தல்
lk_edupub	2025-01-01-9-ta-514-grade-9-ta-ii-08	9-ta-514-grade-9-ta-ii-08	2025-01-01	(Grade 9/ta) விஞ்ஞானம் II    - 08 இயற்கை அனர்த்தங்களை முகாமை செய்தல்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science G-9 PII T/cha 8.pdf	9	514	விஞ்ஞானம் II   	08 இயற்கை அனர்த்தங்களை முகாமை செய்தல்
lk_edupub	2025-01-01-9-ta-514-grade-9-ta-ii-07	9-ta-514-grade-9-ta-ii-07	2025-01-01	(Grade 9/ta) விஞ்ஞானம் II    - 07 விலங்குகளின் விந்தை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science G-9 PII T/cha 7.pdf	9	514	விஞ்ஞானம் II   	07 விலங்குகளின் விந்தை
lk_edupub	2025-01-01-9-ta-514-grade-9-ta-ii-06	9-ta-514-grade-9-ta-ii-06	2025-01-01	(Grade 9/ta) விஞ்ஞானம் II    - 06 ஒளியும் ஒலியும்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science G-9 PII T/cha 6.pdf	9	514	விஞ்ஞானம் II   	06 ஒளியும் ஒலியும்
lk_edupub	2025-01-01-9-ta-514-grade-9-ta-ii-05	9-ta-514-grade-9-ta-ii-05	2025-01-01	(Grade 9/ta) விஞ்ஞானம் II    - 05 தாவரப் பல்வகைமை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science G-9 PII T/cha 5.pdf	9	514	விஞ்ஞானம் II   	05 தாவரப் பல்வகைமை
lk_edupub	2025-01-01-9-ta-514-grade-9-ta-ii-04	9-ta-514-grade-9-ta-ii-04	2025-01-01	(Grade 9/ta) விஞ்ஞானம் II    - 04 சடபொருள்களின் இயல்புகள், பயன்பாடுகள், இடைதாக்கங்கள்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/science G-9 PII T/cha 4.pdf	9	514	விஞ்ஞானம் II   	04 சடபொருள்களின் இயல்புகள், பயன்பாடுகள், இடைதாக்கங்கள்
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-21	9-ta-249-grade-9-ta-21	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 21 திருப்பலியில் நற்கருணை வழிபாடு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 21.pdf	9	249	கத்தோலிக்க திருமுறை 	21 திருப்பலியில் நற்கருணை வழிபாடு
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-20-h	9-ta-249-grade-9-ta-20-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 20 திருப்பலியில் இறைவாHத்தை வழிபாடு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 20.pdf	9	249	கத்தோலிக்க திருமுறை 	20 திருப்பலியில் இறைவாHத்தை வழிபாடு
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-19-h	9-ta-249-grade-9-ta-19-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 19 ஆதித் திருசிசபையூம் வழிபாடு வளHந்த விதமும	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 19.pdf	9	249	கத்தோலிக்க திருமுறை 	19 ஆதித் திருசிசபையூம் வழிபாடு வளHந்த விதமும
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-18	9-ta-249-grade-9-ta-18	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 18 புதிய ஏற்பாட்டுப் பலி	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 18.pdf	9	249	கத்தோலிக்க திருமுறை 	18 புதிய ஏற்பாட்டுப் பலி
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-17	9-ta-249-grade-9-ta-17	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 17 பழைய ஏற்பாட்டும் பலிமுறைகள	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 17.pdf	9	249	கத்தோலிக்க திருமுறை 	17 பழைய ஏற்பாட்டும் பலிமுறைகள
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-16	9-ta-249-grade-9-ta-16	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 16 கிறிஸ்துவின் முன்மாதிரிகையில் வாழ்வைக் கட்டியெழுப்புவோம	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 16.pdf	9	249	கத்தோலிக்க திருமுறை 	16 கிறிஸ்துவின் முன்மாதிரிகையில் வாழ்வைக் கட்டியெழுப்புவோம
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-15	9-ta-249-grade-9-ta-15	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 15 மனிதத்துவத்தின் நிறைவூ அன்பே	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 15.pdf	9	249	கத்தோலிக்க திருமுறை 	15 மனிதத்துவத்தின் நிறைவூ அன்பே
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-14-h	9-ta-249-grade-9-ta-14-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 14 உண்மையே வாழ்வின் உயHவூ	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 14.pdf	9	249	கத்தோலிக்க திருமுறை 	14 உண்மையே வாழ்வின் உயHவூ
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-13	9-ta-249-grade-9-ta-13	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 13 கிறிஸ்தவ கண்ணோட்டத்துக்கமைய தமது கடமைகளை நிறைவேற்றுவ	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 13.pdf	9	249	கத்தோலிக்க திருமுறை 	13 கிறிஸ்தவ கண்ணோட்டத்துக்கமைய தமது கடமைகளை நிறைவேற்றுவ
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-12	9-ta-249-grade-9-ta-12	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 12 புனிதத்துவப் பயணம	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 12.pdf	9	249	கத்தோலிக்க திருமுறை 	12 புனிதத்துவப் பயணம
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-11	9-ta-249-grade-9-ta-11	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 11 இறை குரலுக்கு செவிமடுப்போம	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 11.pdf	9	249	கத்தோலிக்க திருமுறை 	11 இறை குரலுக்கு செவிமடுப்போம
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-10-h	9-ta-249-grade-9-ta-10-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 10 வாழ்வளிக்கும் வாHத்தை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 10.pdf	9	249	கத்தோலிக்க திருமுறை 	10 வாழ்வளிக்கும் வாHத்தை
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-09-h	9-ta-249-grade-9-ta-09-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 09 அHப்பணிப்புடன் செயற்படுவதே கிறிஸ்தவ அழைப்பு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 9.pdf	9	249	கத்தோலிக்க திருமுறை 	09 அHப்பணிப்புடன் செயற்படுவதே கிறிஸ்தவ அழைப்பு
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-08	9-ta-249-grade-9-ta-08	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 08 கிறிஸ்தவ ஒருமைப்பாடு	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 8.pdf	9	249	கத்தோலிக்க திருமுறை 	08 கிறிஸ்தவ ஒருமைப்பாடு
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-07	9-ta-249-grade-9-ta-07	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 07 எமது வாழ்வின் மையம் நற்கருணை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 7.pdf	9	249	கத்தோலிக்க திருமுறை 	07 எமது வாழ்வின் மையம் நற்கருணை
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-06	9-ta-249-grade-9-ta-06	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 06 எமது தூதுரைப்பணி	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 6.pdf	9	249	கத்தோலிக்க திருமுறை 	06 எமது தூதுரைப்பணி
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-05	9-ta-249-grade-9-ta-05	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 05 புதிய வானமும் புதிய பமியூம் படைப்போம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 5.pdf	9	249	கத்தோலிக்க திருமுறை 	05 புதிய வானமும் புதிய பமியூம் படைப்போம்
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-04-h	9-ta-249-grade-9-ta-04-h	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 04 திருச்சபையின் வளHச்சியை அறிவோம	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 4.pdf	9	249	கத்தோலிக்க திருமுறை 	04 திருச்சபையின் வளHச்சியை அறிவோம
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-03	9-ta-249-grade-9-ta-03	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 03 புதிய உலகின் ஆரம்ப நிகழ்வூகளை அறிவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 3.pdf	9	249	கத்தோலிக்க திருமுறை 	03 புதிய உலகின் ஆரம்ப நிகழ்வூகளை அறிவோம்
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-02	9-ta-249-grade-9-ta-02	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 02 புதிய உலகைக் கட்டி எழுப்புவோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 2.pdf	9	249	கத்தோலிக்க திருமுறை 	02 புதிய உலகைக் கட்டி எழுப்புவோம்
lk_edupub	2025-01-01-9-ta-249-grade-9-ta-01	9-ta-249-grade-9-ta-01	2025-01-01	(Grade 9/ta) கத்தோலிக்க திருமுறை  - 01 எமது அழைப்பிற்கேற்ப வாழ்வோம்	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/catholic-g9t/cha 1.pdf	9	249	கத்தோலிக்க திருமுறை 	01 எமது அழைப்பிற்கேற்ப வாழ்வோம்
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-06	9-ta-237-grade-9-ta-06	2025-01-01	(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 06 உலக மாற்றத்திற்கு உள்ளாகும் முயற்ச்சியான்மை	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C6.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	06 உலக மாற்றத்திற்கு உள்ளாகும் முயற்ச்சியான்மை
lk_edupub	2025-01-01-9-ta-237-grade-9-ta-05	9-ta-237-grade-9-ta-05	2025-01-01	"(Grade 9/ta) செயன்முறைத் தொழினுட்பத் திறன்கள் - 05	செயற்றிட்டமொன்றை வடிவமைப்பதற்கான வழிகாட்டல்"	http://www.edupub.gov.lk/SelectChapter.php	ta	http://www.edupub.gov.lk/Administrator/Tamil/9/PTSg9t/C5.pdf	9	237	செயன்முறைத் தொழினுட்பத் திறன்கள்	"05	செயற்றிட்டமொன்றை வடிவமைப்பதற்கான வழிகாட்டல்"
